Task ID,Task,ONET code,Unique Code,RAI_Type,RAI_Code,Application_Grouping,Application_Grouping_Code,Hydropower_Application_Code,Hydropower Application,RAI Technology Detail,Primary Performer,Performer capability,PR,Supporter,Supporter role,SR,Automation,Requirement,Performance,Limitations,Citation,Publication Year,Input Job Title,ONET Title,Additional Occupation Titles
M154,"Prepare technical reports detailing test procedures, results, calibrations, and corrective actions.",49-2094.00,300.2.013,Internet of Things (IoT),300,Equipment Fault Diagnosis and Predictive Maintenance,2,013,Collect and log structural and operational data to support maintenance planning and asset management.,Digital data acquisition and asset information management systems,Human,G,G,RAI,G (automation improves efficiency and consistency),G,1,Structural sensors; operational logs; databases; asset management software,Improves traceability and availability of asset condition information,Does not itself diagnose faults; value depends on data governance and integration,"Vagnoni, E.; Gezer, D.; Anagnostopoulos, I.; Cavazzini, G.; Doujak, E.; Hočevar, M.; Rudolf, P.",2024,Instrumentation & Controls Technician,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Instrumentation & Controls Technician
M151,"Prepare and deliver technical presentations specifically explaining hydropower equipment and systems (e.g., turbines, generators, component parts, and services).",41-9031.00,124.2.103,LLM,124,Equipment Fault Diagnosis and Predictive Maintenance,2,103,"Support equipment operation and maintenance by generating explanations, reports, and responses based on hydropower operational data and documentation.","Natural-language generation for report writing, documentation support, and intelligent recommendation",Human,G,G,RAI,G (efficiency and consistency),G,1,"LLM fine-tuned on enterprise technical specifications, operation manuals, and management regulations","Demonstrated ability to generate reports, explanations, and responses aligned with hydropower domain knowledge",Generated content requires human review; no direct linkage to physical system control,"Zhu, Jia; Zhang, Leifang; Lu, Jianxiong; Wu, Xuelu; Wei, Caiyun",2024,Sales Engineer,Sales Engineers,Sales Engineer
M151,"Prepare and deliver technical presentations specifically explaining hydropower equipment and systems (e.g., turbines, generators, component parts, and services).",41-9031.00,124.4.040,LLM,124,Intelligent Security and Condition Monitoring,4,040,"Facilitate knowledge accumulation and transfer by organizing, retrieving, and contextualizing hydropower operational experience.",Vectorized enterprise knowledge base with semantic retrieval and multi-round dialogue support,Human,G,G,RAI,G (scalability and accessibility),G,1,Knowledge-base construction pipeline; document vectorization; retrieval-augmented generation (RAG) workflow,Enables reuse of operational knowledge across personnel and time,Knowledge updates are not automatic; requires ongoing data governance,"Zhu, Jia; Zhang, Leifang; Lu, Jianxiong; Wu, Xuelu; Wei, Caiyun",2024,Sales Engineer,Sales Engineers,Sales Engineer
M15,Assist with installation of new hydropower plant components and perform post-installation testing to verify proper operation.,51-8013.04,124.2.020,Artificial Neural Network (ANN),124,Equipment Fault Diagnosis and Predictive Maintenance,2,020,Detect incipient failures in hydropower equipment using operational and condition data.,"Data-driven fault detection (PCA, ANN, autoencoders, isolation forests)",RAI,O,O,Human,O,O,3,Time-series analytics pipelines; feature extraction; ML models,Precision often reported between 95–100% in controlled case studies,Poor generalization across plants; sensitivity to noise and concept drift,Widodo & Yang (2007); Zhao et al. (2019); Chen et al. (2020),2020,Hydropower Plant Technician,Hydroelectric Plant Technicians,Hydropower Plant Technician
M15,Assist with installation of new hydropower plant components and perform post-installation testing to verify proper operation.,51-8013.04,124.2.103,LLM,124,Equipment Fault Diagnosis and Predictive Maintenance,2,103,"Support equipment operation and maintenance by generating explanations, reports, and responses based on hydropower operational data and documentation.","Natural-language generation for report writing, documentation support, and intelligent recommendation",Human,G,G,RAI,G (efficiency and consistency),G,1,"LLM fine-tuned on enterprise technical specifications, operation manuals, and management regulations","Demonstrated ability to generate reports, explanations, and responses aligned with hydropower domain knowledge",Generated content requires human review; no direct linkage to physical system control,"Zhu, Jia; Zhang, Leifang; Lu, Jianxiong; Wu, Xuelu; Wei, Caiyun",2024,Hydropower Plant Technician,Hydroelectric Plant Technicians,Hydropower Plant Technician
M15,Assist with installation of new hydropower plant components and perform post-installation testing to verify proper operation.,51-8013.04,200.2.077,Digital Twins,200,Equipment Fault Diagnosis and Predictive Maintenance,2,077,Monitor the operating condition of giant hydropower units to detect anomalies and identify equipment faults.,Digital-twin-enabled condition monitoring with deep-learning-based anomaly detection and fault diagnosis,RAI,G,G,Human,Y (validation and response improve reliability),Y,8,"Multi-source sensors on turbine, generator, bearings, and auxiliary systems; DT platform; CNN–LSTM models; data preprocessing and visualization modules","Fault detection accuracy increased from ~74–80% (traditional) to ~90–96%; higher recall, F1, stability, and faster processing time than DAE-AT baseline",Requires large volumes of high-quality labeled data; performance may degrade with noisy or sparse data; real-time capability needs further optimization,"Wang, Wei; Feng, Lihang; Xi, Qiang; Liu, Feng",2025,Hydropower Plant Technician,Hydroelectric Plant Technicians,Hydropower Plant Technician
M15,Assist with installation of new hydropower plant components and perform post-installation testing to verify proper operation.,51-8013.04,120.4.071,Machine Learning (ML),120,Intelligent Security and Condition Monitoring,4,071,Monitor hydropower plant operating conditions to detect abnormal operating behavior or performance deterioration.,Anomaly detection using statistical and AI-based monitoring techniques,RAI,O,O,Human,O (validation and response required),O,3,Time-series data; anomaly detection algorithms; monitoring dashboards,Enables identification of deviations from normal operating patterns (qualitative evidence),Requires baseline definition; limited generalization across plants,"Vagnoni, E.; Gezer, D.; Anagnostopoulos, I.; Cavazzini, G.; Doujak, E.; Hočevar, M.; Rudolf, P.",2024,Hydropower Plant Technician,Hydroelectric Plant Technicians,Hydropower Plant Technician
M15,Assist with installation of new hydropower plant components and perform post-installation testing to verify proper operation.,51-8013.04,100.2.073,Artificial Intelligence (AI),100,Equipment Fault Diagnosis and Predictive Maintenance,2,073,"Monitor hydropower turbine operating conditions to estimate and track machine efficiency under varying load, discharge, and environmental conditions.",Supervised machine-learning–based performance estimation and efficiency modeling,RAI,G,G,Human,Y (interpretation and maintenance judgment improve reliability),Y,8,"• Plant sensors measuring load, discharge, head, current, and bearing oil/metal temperatures
• Plant data acquisition and monitoring system (historical operational data)
• Computing environment for statistical modeling and periodic model inference","• ANN model achieved R² = 0.99966, MAPE = 0.0239%, and RMSPE = 0.1785%, outperforming curve fitting and multilinear regression
• High agreement between predicted and calculated efficiency across training, validation, and testing datasets
• Results indicate suitability for real-time or near-real-time efficiency monitoring","• Model validated on one Kaplan-turbine hydropower plant only
• Requires high-quality historical plant data for training
• Transferability to other turbine types or sites not demonstrated",(Kumar et al. 2024),2024,Hydropower Plant Technician,Hydroelectric Plant Technicians,Hydropower Plant Technician
M15,Assist with installation of new hydropower plant components and perform post-installation testing to verify proper operation.,51-8013.04,124.4.070,Artificial Neural Network (ANN),124,Intelligent Security and Condition Monitoring,4,070,Monitor hydropower plant assets to identify abnormal operating conditions and deviations from expected performance.,"Condition-Based Monitoring (CBM) using statistical, AI, and hybrid analytics",RAI,O,O,Human,O,O,3,"Vibration, temperature, pressure, electrical sensors; DAQ systems; SCADA integration",Many studies report anomaly detection accuracy >90% for specific components,"Effectiveness depends on sensor coverage, data quality, and operating regime",Lei et al. (2018); Jardine et al. (2006); Tidriri et al. (2016),2018,Hydropower Plant Technician,Hydroelectric Plant Technicians,Hydropower Plant Technician
M15,Assist with installation of new hydropower plant components and perform post-installation testing to verify proper operation.,51-8013.04,410.4.052,Robotics (Six-rotor UAV),410,Intelligent Security and Condition Monitoring,4,052,Inspect hydropower diversion pipelines to assess geometric integrity and support detection of structural defects.,Autonomous UAV-based inspection using 3D lidar point-cloud modeling and geometric fitting,RAI,G,G,Human,Y (validation and interpretation improve reliability),Y,8,Six-rotor UAV platform; 3D lidar; IMU; barometer; onboard computing; point-cloud processing pipeline implementing robust cylinder-like fitting (RCFIC),"Field tests showed >90% interior-point fitting accuracy across horizontal, oblique, and curved pipeline segments; fitted radii closely matched true pipe radius (~6.2 m)",Does not directly identify corrosion or cracks; inspection quality depends on point-cloud completeness and sensor noise,"Zhan, Q.; Zhang, J.; Sun, C.; Guo, F.; Zhao, X.; Gao, C.; Yang, L.; Shen, R.; He, B.",2024,Hydropower Plant Technician,Hydroelectric Plant Technicians,Hydropower Plant Technician
